Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Armenia,ARM,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0749354,24.20629941,-12.68899707,-10.58621613,-5.830589061,-17.45044783,-11.65410254,-14.73565213,-11.15006137,-8.275136011,-12.96475657,-8.753808222,-2.869512813,3.003448081,3.880168688,10.86587344,14.72496054,15.24489984,15.31191284,3.168878402,1.699406223,0.084601536,3.210206681,1.276429283,2.366960972,8.97255534,10.24218352,7.651454985,8.712420363,4.086739246,9.695772302,15.05275525,21.51834368,21.53921433,21.01872667
American Samoa,ASM,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,31.21581826,30.668712,28.9571172,29.95016094,31.25646086,31.12326172,29.45247553,31.20384997,29.61405668,31.83342479,32.69751082,31.60615354,30.95734427,30.91878457,31.99933824,27.28992657,26.2978183,25.80809234,24.29568094,25.94620048,26.83060717,26.13759249,26.14541635,22.24284088,24.84376534,25.80931095,24.65485953,24.25300385,26.58079841,28.15675363,27.64034241,24.65339726,22.06688293,22.86848542,23.9823149,23.99481272,24.29825571,25.09089148,24.7239743,23.6633452,24.05327766,23.43389337,24.3717376,23.81035846,24.34015698,24.70520967,25.60837863,25.81279054,25.99662674,27.55644935,25.77193928,27.40286026,27.44609594,26.44310684,26.30352539,24.64147678,22.94127578,24.3882647,24.60640728,25.42040779,25.72139048,26.68162904,28.92829909,28.23090144,26.42124607
Austria,AUT,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,30.935123,30.65976067,31.44117627,31.45497768,30.9904111,26.81774569,25.93967876,25.24158447,26.45295775,26.94336245,26.24901502,24.81873082,24.24727213,23.03222989,24.08019987,23.97699132,24.56108958,24.70573818,25.45345946,26.10421308,26.38111497,26.68946096,25.66415189,24.91729121,25.10129828,25.71067976,25.06478063,25.85614593,26.31900845,26.85240365,27.10384646,27.02329247,27.77998425,26.95822475,27.29170727,26.99543226,27.69475195,29.40913058,29.0106303,26.10152375,26.08370241,26.92581486,26.81016273,26.55538098,27.07220232,27.65581501,28.19032737,28.10519753,28.93227722,29.23701432,29.10035844,28.53190107,28.51361914,27.7347896,26.26577646
Azerbaijan,AZE,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.80900409,29.80913174,18.44152611,4.168152866,-1.085455031,2.858749649,0.300080509,12.92150841,4.83927222,8.611692405,20.43831203,24.85702461,24.69443299,27.64849927,31.28766031,47.45697744,54.35714972,56.93834735,58.06932222,46.11996686,49.75603438,52.61376291,50.00301405,47.81375683,43.67651121,30.90161824,28.45948379,31.07219731,35.39292314,31.36983157,22.89519841,33.76922681,44.99513707,32.20012605,30.19764598
Burundi,BDI,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,5.357140069,5.172411041,4.098359604,-0.751877987,7.382554711,3.58026716,4.551545964,5.766297032,5.11852776,5.852911134,3.598551728,1.871748397,-0.158830121,2.995265879,-1.728240681,-3.146048436,6.162024636,11.50062299,5.51817816,6.356718594,-0.596916475,4.111830413,-2.23807435,7.12462,6.322532601,4.100990194,1.051609318,6.618642814,1.672595088,3.265178536,-5.365229681,-4.177994696,-10.0894723,-6.238925631,-11.23586633,-7.988504318,-1.723274078,1.492415403,-4.668915542,-2.503293808,-7.134645591,-6.137382723,-8.353560846,-6.744693992,-7.323524478,-4.496393113,-9.287029544,-10.01354933,-12.79101625,-3.97299761,-2.939620887,-9.054624114,-8.250580602,-13.78006394,-11.3981715,-8.056593763,-2.055866655,2.477921362,4.675246942,6.188866322,12.79880426,14.595051,13.15578695,18.3088679,
Belgium,BEL,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,32.0303888,30.62341128,30.1524641,29.48309563,29.7383743,26.26951557,26.28759651,24.87548649,24.34438764,22.8733387,22.42941347,19.63383447,19.16458902,18.97983063,20.15375727,19.89303397,20.89789988,21.39188766,24.0553809,25.33274811,25.5875054,24.34814133,24.89604092,25.04447404,25.58276935,25.64094768,24.80275294,26.18456369,25.98822648,26.64514031,26.64761655,26.28090351,26.32484788,26.32217189,27.56120972,27.71767037,28.01303392,28.73843668,26.60956249,24.08015416,23.88829057,24.25676985,23.30287891,22.95814947,23.47972618,24.00916402,24.3601434,24.316565,24.23999732,25.14505838,25.51218769,26.31584564,24.95012107,24.95899988,24.11004337
Benin,BEN,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,5.43301938,5.720285164,3.813067244,2.817994829,2.110276172,1.139357271,-0.571221503,-0.281284751,2.632711363,3.007901577,2.307635278,0.238831347,0.947892704,2.787780204,3.053223679,0.417353675,-1.385078054,-0.850941621,-1.956263889,-0.483227921,-6.349024512,-12.35162013,5.289153236,-0.491920392,1.427765846,-4.056005799,-2.475127623,-2.756140215,-2.646122386,0.507631319,6.702780296,5.138299982,3.358659038,5.605103432,10.05578621,12.35751214,14.03099963,14.18549601,12.74741089,9.854356163,9.870875902,9.232716279,10.51850587,10.83615604,12.34272168,9.957394407,9.214620728,11.34878414,10.24650374,10.01901934,10.32133115,10.94484101,12.33304278,14.80280857,16.85099613,13.41645559,16.49868741,16.89501483,19.13977977,21.20952265,20.54555099,22.63336984,28.39743885,29.87540742,32.10296409
Burkina Faso,BFA,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,4.435278368,5.247651034,5.492011632,5.667739695,7.710760891,8.711097446,8.046933463,5.676965855,6.061316683,5.82554115,6.60223296,7.806156597,9.970796366,11.8817657,17.70561884,8.732742692,12.32042973,5.125189042,5.961317176,3.266292523,0.55879417,-0.305018389,2.704759903,3.609514888,4.454239552,1.848653501,0.155990776,2.500339093,2.656620956,5.512979457,5.424133857,8.344473133,8.621376914,7.737399993,16.34018793,11.45898316,7.891623487,11.6004216,8.850979363,-1.25030318,-2.862807933,-0.024107412,-0.130106711,3.531908271,1.800334811,3.075118722,2.932190282,5.168451925,5.645299571,7.271990313,13.94889317,17.01725974,16.61055575,13.82803461,14.30269501,12.53280948,14.73430476,15.69782766,17.30129148,17.86456645,19.97547017,18.68168982,12.97436208,15.14361829,18.54195354
Bangladesh,BGD,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,7.583696177,6.811766218,11.92906624,8.182835463,7.88172289,7.772394348,6.649356972,7.419128255,10.87927883,8.989027325,7.150285769,3.791730082,-3.360132346,3.396169055,0.727387087,0.94243747,-2.978749352,6.182523531,1.623609908,1.515247545,2.050727766,14.83891441,14.78091523,12.04877734,6.77707755,14.51438871,15.21123785,14.09844684,13.77870765,15.28326332,15.90628946,14.57317901,13.86441069,12.29928361,13.10385112,13.12679002,16.42038736,17.14002501,18.63571085,18.72772139,20.01877816,20.63150235,20.83893873,20.18562231,21.18791319,21.05571375,21.43661324,20.7473838,19.18941205,20.33241358,20.81002385,20.62208367,21.22376263,22.03609438,22.08994233,22.15847014,27.27025947,27.06575103,26.4511813,26.88438158,27.07760245,25.3418178,25.22439417,25.75951408,23.95717943
Bulgaria,BGR,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,30.96661626,36.60363793,35.19594664,33.58220469,35.08836187,31.79047286,32.44005601,31.06678383,34.08701503,31.37127582,21.97944068,26.8577745,14.04880478,7.654064905,8.775304414,27.14511589,12.33062919,22.41602025,25.54609332,15.26831359,13.73815284,12.03233789,12.5540173,11.89417977,12.28273469,13.08459195,14.96462982,14.78374469,17.19110955,20.28327528,19.33353612,21.51649411,18.60831166,20.44728522,20.36107873,21.83612186,23.87877919,24.16361226,23.83708307,24.07476056,22.67826683,23.1910151,23.80165681,23.89819562,22.94351816
Bahrain,BHR,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,60.41997071,58.43139199,54.69239623,53.90396229,51.825661,53.89720298,47.69351918,47.60733255,45.51132219,43.40730624,44.92849253,27.85231142,27.05438857,30.91764433,35.65980586,35.02993389,35.0225378,35.81500339,31.5258705,32.99900901,39.12725779,35.90465326,37.231229,39.7703722,36.99291733,46.20984504,52.56151738,56.28714592,54.22041315,45.11215951,46.44275105,46.2407823,46.02498868,43.26641725,42.82128606,36.39723079,36.23902959,41.62394766,42.91586188,46.39519595,42.74352706,46.84147482,49.37121628,46.51879085,45.95195551
"Bahamas, The",BHS,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,29.01823282,26.48966843,21.49500601,25.79195686,23.85559061,27.70069062,28.88388735,21.63049336,24.69082711,24.33569262,24.31466191,,23.91280209,24.31522426,19.91186567,21.65969765,20.44534282,19.79932495,18.04870225,16.04017733,30.60880935,29.9422527,32.80469347,33.45483856,29.81222266,33.72036986,32.37159939,31.49197872,30.81881214,28.22936389,29.48709497,27.56032681,26.73583144,25.80053409,23.27155192,23.345211,23.79502258,24.37180742,24.95353788,24.86259458,21.76365199,22.65742012,26.96844167,15.07642427,15.97324915,24.69201543,23.4917787,22.79003082
Bosnia and Herzegovina,BIH,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.57091325,-24.59744476,-21.2668259,-20.77782627,-19.41931337,-16.88660909,-11.18583474,-8.299913234,-8.12647837,-9.821888809,-9.056839318,-9.080339711,-10.90868954,-9.438409291,-9.033257616,-4.116519718,-0.212761856,2.470360513,5.443902379,7.145719765,5.787388198,10.77306808,12.28154197,11.16149369,11.14990701
Belarus,BLR,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.86836028,33.33333333,33.69565217,25.27918782,20.09779127,20.36193504,19.44390869,22.61810648,22.28862042,21.85307383,23.6108739,20.82285189,19.47946117,21.49034044,25.67040995,27.22681662,29.31711809,29.66573458,31.51779633,27.69050603,28.33354256,37.84611629,38.38168193,35.31383049,33.41854549,32.20089109,29.83707043,29.89119437,30.70723686,29.19333997,30.7994614,32.31254134,29.34025322,28.21529667,24.19724008
Belize,BLZ,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,50.63080128,48.04970201,45.99679059,49.04933149,54.63003616,50.77339105,55.15334302,55.8144259,55.64785657,56.35147058,55.87857008,54.79242632,29.16067995,30.99426438,27.62018066,26.81564433,25.08491612,17.69474281,16.49765297,18.40159534,22.20806948,18.46684405,16.29412224,15.91233988,18.72865844,21.03950259,25.76111008,25.71369158,23.35487988,21.79648525,21.33964982,22.19757982,22.22093873,20.11750295,20.94187927,21.4274538,20.90654425,20.63898806,18.6072772,19.20261352,19.83260657,20.39081057,19.74140347,20.50667702,19.77229874
Bermuda,BMU,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.36792561,36.46587485,37.1333363,37.84938683,38.16787621,38.84243857,39.05076457,39.18798888,39.49536513,39.56761431,39.53015987,40.52270242,41.02149744,43.17081859,45.16115058
Bolivia,BOL,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,7.345389596,4.269293924,5.988361179,6.485355649,12.44004332,11.74094708,11.01886792,10.78071055,13.75588697,14.39695762,16.61148816,13.83681623,17.23086124,19.8084837,23.07619093,16.74425371,16.97184773,16.2865239,17.18172389,17.61002106,18.87937156,16.36347275,15.28464811,17.51594284,17.50659885,15.67138148,9.175591421,9.14633676,9.609420438,10.92930412,11.3826284,10.09149358,7.685000631,7.258180336,8.836967674,10.60885921,11.54467106,11.38351225,10.72271854,8.365394089,9.095193619,8.984910495,10.21332319,12.46570493,15.8342181,17.70796626,22.87091121,22.71605691,24.49883123,19.78943671,23.87030449,25.51856071,27.05662407,25.97177841,22.35550345,14.08502375,13.63233839,17.87796179,17.81341641,16.97632029,13.49541802,17.22459093,16.10385098,14.18082951,13.83926933
Brazil,BRA,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,28.42171551,30.58553993,15.33332947,20.1092541,18.35503828,24.54291982,24.14714217,18.24046069,18.43910185,21.81935368,20.1218372,18.84130405,19.44259501,26.03811588,22.93287568,26.1516182,20.97341254,21.4807884,21.58045058,19.41199736,21.88075853,21.04360199,17.38817942,13.27349717,12.72774229,20.02618738,17.99001692,22.67238213,22.75586858,30.3711287,21.40658521,20.5319643,21.41778848,22.25357868,22.496956,15.36563642,15.09177427,15.15507551,15.78716766,15.53718979,16.63945392,16.54899661,18.29190263,19.07787109,21.32583889,20.60574677,20.5234066,21.18206482,21.42981446,18.39290169,20.760313,21.0568913,20.0580299,19.39227092,17.88689058,16.25838277,15.36922298,15.34378896,15.48883725,14.87237131,16.72084608,20.084415,18.53368447,18.03306598,17.27407055
Barbados,BRB,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,88.64219117,86.75622288,90.92455965,91.80402992,92.82532636,93.28962612,93.02625373,93.60789825,92.58179154,89.91128837,,,,,,69.48355723,71.72866331,70.90298376,64.13482145,57.38928637,58.38721603,61.02251022,57.35574605,57.01375841,48.81541871,53.98183381,58.22511871,53.39381179,55.92510692,58.30080604,60.87523488,67.50234996,69.41523026,64.47807718,71.7897685,61.58455099,63.13521598,68.49783879,67.80055581,64.5729939,63.07346373,55.15273832,52.62644918,53.04716121,56.3257348,54.48655941,50.787417,52.6810846,56.62049455,49.53703273,48.58589599
Bhutan,BTN,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.33965098,19.32596393,10.61046648,23.95972776,34.00346872,35.31169725,22.56423114,12.7145209,10.67176903,11.19380291,36.01885218,40.7851352,44.13009568,42.72174914,37.97750911,36.28374455,43.2805954,40.70198119,35.405199,33.55942299,36.69687631,41.27079452,46.97991931,43.83051791,36.95638095,29.86413196,34.26030275,34.27218342,32.65523544,32.8768478,23.37149233,25.20362915,21.20529274,20.30532341,
Botswana,BWA,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,-10.03406613,-9.974782376,-9.611670724,-9.64744225,-7.522018647,-5.640243902,0.135501355,-0.713444869,-9.157894737,8.460846085,9.064539521,22.02643172,27.77340677,27.76630274,24.02019716,21.70188464,17.83616692,15.05588429,19.89978525,26.09248728,26.66909223,21.5804118,22.94627051,28.90694871,32.2926042,38.05370235,40.68745462,42.18821033,50.17680632,49.19651407,42.63047069,39.71081768,37.02717224,36.66114269,33.13976877,30.51425173,38.44454511,36.36552123,33.01768425,39.88186772,41.77522527,42.05869787,40.24552534,39.41462268,39.68138004,42.49251459,38.96150641,37.45509057,30.97594176,19.88130261,26.45067409,31.1474353,22.1682588,22.36822663,28.43621422,22.36284383,30.82571735,29.07989929,27.43429853,24.10512409,15.31327494,25.16444919,31.53153695,27.81575565,22.58592067
Central African Republic,CAF,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,8.727273498,11.9205008,10.16393545,8.517329754,9.770101729,10.84010569,6.958760309,1.240724566,10.90018866,6.101886879,8.359820492,11.12437695,9.555222976,12.97697823,-0.097466586,-4.988315085,4.8265155,2.433427541,0.421428057,-2.906174205,-8.852112055,-0.936888093,-5.377379897,-0.634606755,0.199458742,5.756604769,2.343257506,1.924963013,3.200282417,5.596569402,3.900014021,4.112032159,2.904825232,5.065133401,10.08684317,8.085029951,3.131388957,8.030241298,5.277010179,8.196935456,6.157049033,4.824778021,5.441733827,6.645563658,1.564026382,1.742342107,2.47029316,1.337005139,0.298191348,5.968459573,10.07361467,9.390167604,0.874792538,-0.938053966,2.247273878,2.795653666,1.576490778,2.977253009,-1.400140001,-4.133460001,-0.877300005,-1.981140002,-5.700280002,-5.700280001,-6.993173015
Canada,CAN,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,20.67962758,22.02007653,22.56011736,23.86185557,24.98871602,25.62011216,24.04884541,23.31653141,23.24563595,22.79827837,22.80871488,22.73624434,24.85061185,25.82284698,22.88740167,23.75096889,22.79408386,22.89722634,24.83427981,24.87722764,25.86179749,23.4194873,23.11210588,24.22476006,23.82531343,22.43206806,23.49948462,24.41018737,23.77307807,21.54015595,18.70262891,17.85294724,18.4637441,20.73532903,22.51494371,22.81521782,23.27016909,23.08006367,24.43137679,26.35898678,25.39651474,24.20969651,24.42820915,25.86417553,26.61804916,26.33220943,26.02132272,25.81923188,20.46248602,21.52617635,22.95138335,22.92183964,23.33480002,23.93712558,21.31320581,20.46764975,21.32043626,21.43163219,21.58194957,20.47510365,24.4232424,25.91843392,23.9645035,22.96723741
Central Europe and the Baltics,CEB,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3837349,21.52727011,21.59872309,21.76830395,20.85018052,20.73909664,20.37004194,19.70642648,19.88875409,21.14792697,21.53956413,22.60019399,24.06150803,23.28467744,22.21594739,21.97692046,23.26579369,22.9920412,23.72622414,24.67465875,25.80318219,25.48607816,25.23039304,25.3281518,25.71052202,24.96347716,25.63706784,24.57522295,25.32617729,23.61121447
Switzerland,CHE,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,38.05654361,38.39625042,38.3517681,37.75259275,36.93331468,33.83817985,32.24139508,31.59855331,32.33824291,31.62995739,31.90901392,31.95395452,31.64252802,30.49307294,31.86780831,32.40292841,32.72615742,32.79867446,33.80995439,34.51965411,35.12721198,33.12234084,31.54639757,31.53915208,32.29252745,31.85094011,30.91135155,30.60917485,31.18685519,30.82528743,32.17278042,32.06069207,31.55237189,31.09035895,31.63134041,32.63639492,34.89214973,36.56258576,36.89266362,34.58534297,35.50569194,35.83599287,35.76111465,35.59765278,36.01431276,35.59429257,35.63145588,35.11948732,36.26232111,36.24096822,35.98388616,38.37777026,38.59617988,37.33346213,37.21047187
Channel Islands,CHI,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,13.17911993,13.1662573,13.0683857,14.0606023,14.69637822,16.78053449,18.55644809,18.47458811,18.21045133,18.40784102,18.14506786,14.44393624,10.3685129,8.296505218,23.59504257,13.29916138,18.56625507,14.50274022,16.45863166,16.65383271,18.40605211,13.49566184,9.885461887,15.1126079,18.06867276,21.1437956,23.16617303,26.2884161,30.08170567,30.16543322,29.00510314,27.7609082,26.12085979,25.04416552,25.98587309,27.98199872,27.86135637,27.51597601,25.0696706,24.47309263,25.28634022,25.64106947,26.13897662,27.8276649,30.72536625,31.55631065,36.20603374,35.63070175,30.54543781,30.46524655,30.86577616,29.54421446,28.32638758,26.52859802,25.53127123,24.63248645,23.49724543,23.27326466,23.08411727,23.07659084,25.53612402,23.21430186,21.81005781,24.25945547,26.82645079
China,CHN,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,37.02572456,19.38618512,15.11118743,18.79446798,26.74000136,33.28344462,33.78964059,28.76933348,27.09740185,30.73714199,36.04712271,36.73195709,35.65812634,36.48844454,36.01087494,37.94632592,34.11945484,36.69595134,39.217868,37.04226724,35.24816676,33.52478411,33.37172152,32.48570245,34.16982064,34.86435788,35.06714638,37.15204041,37.81960227,35.65368972,36.2805136,38.0093245,40.20684652,41.53831551,41.68764403,40.78174321,39.76826117,40.15244624,39.36881507,37.25586541,36.26523316,37.86583664,38.7925253,41.73154452,44.47621599,45.20695602,46.96628244,48.53809381,49.72890788,49.42793331,50.55914885,49.23892633,48.38450616,47.92477691,47.13547731,45.68162941,44.43717953,44.54347615,44.21997156,43.49698829,44.22770604,45.27482423,45.56013819,43.24261281,43.43992245
Cote d'Ivoire,CIV,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,29.09040508,27.22857296,24.23405329,29.34852561,33.30537942,28.57142677,29.53100147,27.21471822,30.51702781,29.21729201,29.1573452,25.58459552,25.38081639,25.70202114,29.33694239,22.58837131,28.48294405,33.62785788,28.84788171,24.9061675,20.35908693,18.83127863,20.28472343,19.65231464,25.17142833,27.32869595,21.37787074,16.12697461,15.24833821,11.88208108,11.26705595,10.38362977,9.179906031,13.32945393,24.93386662,22.91469527,16.32457652,18.84618844,20.98721403,16.20813242,16.50853277,16.04586546,18.84385013,18.19040803,16.88257406,14.77916585,16.17231052,13.27723661,18.26673753,18.89612845,21.20726363,22.44056856,20.11470858,22.87792739,25.25395579,25.38312724,25.5125483,23.15272442,21.60368162,22.65034716,21.78719856,23.05381997,23.15364115,20.59812207,21.66126668
